session_duration_sec,pages_viewed,clicks,ad_impressions,device_type,traffic_source,cart_additions,past_purchases,conversion
1163,3,87,343,Desktop,Facebook,16,18,1
2784,16,69,424,Tablet,Facebook,14,32,1
1205,4,10,341,Tablet,Email,13,5,1
2827,23,26,461,Mobile,Organic,18,49,1
2671,20,47,392,Mobile,Facebook,12,18,1
1242,25,23,389,Desktop,Facebook,6,29,1
2411,30,17,25,Tablet,Facebook,7,21,1
1504,18,26,39,Desktop,Instagram,6,2,1
1831,11,53,421,Mobile,Instagram,18,4,1
125,29,54,381,Desktop,Facebook,14,29,0
3345,17,20,105,Desktop,GoogleAds,6,2,1
671,26,58,5,Tablet,Facebook,16,38,1
1475,23,33,136,Desktop,Organic,17,38,1
2510,20,96,492,Desktop,GoogleAds,18,27,1
1878,2,57,4,Tablet,Organic,2,0,0
3558,24,47,169,Tablet,Email,6,21,1
2344,31,53,316,Mobile,Email,9,44,1
3384,27,17,310,Tablet,Instagram,6,44,1
1026,2,2,406,Desktop,Instagram,10,46,1
320,14,23,78,Mobile,Instagram,2,38,0
217,4,0,19,Mobile,Email,8,16,0
2675,13,5,205,Mobile,Organic,3,41,0
2503,36,18,355,Mobile,GoogleAds,7,27,1
2727,35,85,324,Desktop,Instagram,11,49,1
642,8,42,33,Desktop,Email,7,29,1
2112,2,7,150,Desktop,Instagram,14,39,1
2969,6,68,193,Desktop,Facebook,13,7,1
3093,31,51,139,Mobile,GoogleAds,4,26,1
666,10,72,272,Desktop,Organic,16,40,1
1433,21,46,196,Mobile,Instagram,19,44,1
1941,10,84,127,Tablet,Facebook,10,24,1
3037,23,27,349,Desktop,Facebook,14,12,1
2572,3,45,231,Tablet,GoogleAds,12,33,1
1689,32,3,44,Tablet,Email,3,38,0
246,20,87,230,Desktop,Email,12,6,0
3360,10,7,216,Mobile,Instagram,12,21,1
357,29,60,244,Tablet,Instagram,10,32,0
2684,34,16,9,Desktop,Email,4,45,1
3185,37,33,250,Tablet,Organic,13,37,1
639,20,19,200,Tablet,Organic,2,30,0
1550,8,79,334,Desktop,Facebook,17,44,1
2013,7,73,79,Tablet,GoogleAds,2,32,0
1281,6,33,245,Mobile,Organic,5,21,1
373,11,42,190,Mobile,Instagram,7,26,0
2378,18,9,86,Tablet,Organic,16,26,1
295,29,93,485,Tablet,GoogleAds,0,20,0
158,25,29,271,Desktop,Instagram,6,34,0
1117,21,24,262,Mobile,GoogleAds,17,46,1
2463,3,56,1,Tablet,Email,3,49,0
3035,18,62,20,Mobile,GoogleAds,9,9,1
465,24,70,489,Tablet,GoogleAds,4,46,0
1776,38,46,420,Desktop,GoogleAds,7,27,1
809,10,83,130,Desktop,Instagram,12,39,1
1194,27,80,326,Mobile,GoogleAds,16,36,1
1022,12,2,258,Mobile,GoogleAds,3,40,0
2841,7,45,131,Tablet,Facebook,9,32,1
2517,17,35,7,Tablet,Instagram,7,7,1
1533,1,25,340,Tablet,GoogleAds,9,36,1
2795,26,9,241,Mobile,Organic,12,49,1
2566,15,33,192,Desktop,GoogleAds,11,40,1
490,33,77,425,Desktop,Organic,12,32,0
1696,37,7,310,Mobile,Email,9,18,1
2171,31,54,297,Desktop,Email,0,29,0
2806,35,90,115,Mobile,Instagram,8,13,1
1611,1,9,389,Tablet,Instagram,2,13,0
2418,8,56,473,Mobile,Email,16,35,1
350,12,78,102,Desktop,Instagram,9,6,0
2827,19,85,338,Mobile,Organic,18,42,1
2020,25,44,319,Mobile,Organic,5,33,1
2818,32,49,1,Mobile,Facebook,6,49,1
3026,12,63,25,Mobile,Instagram,10,31,1
2506,13,94,209,Desktop,Instagram,15,41,1
1876,28,1,430,Tablet,Facebook,3,32,0
844,1,44,143,Desktop,GoogleAds,3,13,0
1213,6,94,197,Desktop,Organic,17,24,1
1735,8,61,145,Tablet,GoogleAds,17,27,1
3488,4,13,149,Desktop,Facebook,6,41,1
1699,5,73,181,Tablet,Instagram,10,49,1
3277,25,93,55,Tablet,GoogleAds,4,38,1
3547,22,99,471,Mobile,Instagram,17,29,1
320,28,14,363,Desktop,Facebook,6,30,0
271,39,13,138,Tablet,Email,1,23,0
1452,23,30,209,Desktop,Instagram,4,3,1
415,4,28,185,Desktop,GoogleAds,4,13,0
2200,4,26,65,Tablet,GoogleAds,18,8,1
351,21,84,37,Mobile,Facebook,1,35,0
1349,37,8,112,Tablet,GoogleAds,18,5,1
3182,2,19,263,Mobile,Organic,4,23,1
253,7,98,76,Tablet,Instagram,11,25,0
499,16,57,296,Tablet,Organic,12,33,0
21,17,78,178,Mobile,Facebook,19,0,0
3320,20,87,254,Mobile,Organic,6,22,1
570,23,48,1,Desktop,Organic,1,16,0
51,34,56,148,Tablet,Instagram,13,35,0
2735,11,15,364,Desktop,Instagram,4,36,1
603,34,99,159,Desktop,Email,19,49,1
1462,33,74,324,Mobile,Organic,11,44,1
1836,26,7,474,Mobile,Instagram,3,19,0
3239,2,66,268,Desktop,Organic,16,25,1
3297,23,18,150,Mobile,Organic,15,10,1
1703,22,66,129,Tablet,Facebook,9,19,1
3543,34,35,126,Mobile,Facebook,2,0,0
143,15,88,1,Mobile,Organic,0,43,0
3148,10,59,387,Tablet,Facebook,5,12,1
3088,15,35,117,Mobile,Instagram,2,35,0
957,29,10,460,Desktop,Organic,18,43,1
82,23,50,149,Desktop,Facebook,6,37,0
408,17,79,269,Desktop,Instagram,8,12,0
1438,9,54,189,Mobile,Organic,11,13,1
2635,36,53,141,Mobile,Organic,13,11,1
2916,9,16,105,Mobile,Facebook,0,33,0
139,16,61,466,Desktop,Instagram,12,26,0
2988,36,41,252,Mobile,Organic,1,11,0
3547,33,23,417,Tablet,Organic,2,37,0
3287,31,16,390,Mobile,Email,10,35,1
1821,6,47,281,Desktop,Organic,4,0,1
2011,10,83,407,Tablet,Email,1,25,0
275,16,85,344,Tablet,Email,13,39,0
1570,4,69,101,Desktop,Instagram,12,39,1
1995,22,6,282,Tablet,GoogleAds,13,20,1
802,13,13,388,Tablet,Email,2,31,0
2310,16,10,358,Tablet,Instagram,7,24,1
2879,29,11,163,Tablet,Facebook,12,11,1
1322,6,4,497,Tablet,Email,11,24,1
173,26,4,203,Mobile,GoogleAds,17,25,0
104,11,19,100,Desktop,Facebook,17,35,0
1815,24,53,281,Desktop,Email,16,15,1
2890,29,54,404,Mobile,Email,6,13,1
1143,3,57,257,Mobile,GoogleAds,12,45,1
2393,10,78,94,Desktop,Organic,12,33,1
831,1,89,324,Desktop,GoogleAds,5,48,1
247,26,96,279,Mobile,Instagram,18,23,0
2438,12,29,227,Mobile,Instagram,18,7,1
3517,14,23,362,Tablet,GoogleAds,15,26,1
2956,25,86,150,Mobile,GoogleAds,2,38,0
2540,8,72,351,Mobile,GoogleAds,13,12,1
1970,4,2,62,Tablet,GoogleAds,5,28,1
2959,28,99,129,Tablet,GoogleAds,16,30,1
1058,7,47,187,Desktop,Email,15,42,1
1686,10,70,68,Desktop,Facebook,1,18,0
3198,36,21,403,Mobile,Instagram,8,9,1
2539,2,13,30,Tablet,Instagram,12,42,1
3473,26,47,385,Tablet,Facebook,13,47,1
2974,14,28,304,Desktop,GoogleAds,19,39,1
3051,16,49,275,Desktop,Facebook,11,33,1
973,17,79,127,Mobile,GoogleAds,19,45,1
546,22,97,436,Tablet,Instagram,10,48,0
3160,4,9,213,Desktop,Organic,18,48,1
1613,19,70,406,Mobile,Instagram,9,42,1
3254,2,88,306,Mobile,Instagram,17,0,1
1989,39,26,450,Mobile,Organic,2,18,0
3093,9,78,134,Desktop,Facebook,15,0,1
137,19,95,448,Desktop,Email,17,23,0
101,16,27,405,Desktop,GoogleAds,13,24,0
552,25,8,481,Desktop,GoogleAds,16,3,0
855,18,70,403,Desktop,Instagram,4,23,1
1691,23,79,219,Tablet,Organic,16,38,1
3046,21,25,421,Tablet,Instagram,13,19,1
1861,11,98,319,Tablet,Instagram,2,32,0
2504,39,80,157,Tablet,Facebook,14,27,1
399,4,86,188,Mobile,GoogleAds,11,42,0
2729,25,7,476,Mobile,Email,16,44,1
1894,32,1,162,Tablet,Organic,16,34,1
52,30,94,129,Desktop,Email,18,23,0
263,26,56,304,Tablet,Organic,6,39,0
3211,36,51,89,Tablet,GoogleAds,4,43,1
1093,34,57,383,Mobile,Facebook,1,1,0
2720,9,95,405,Desktop,Email,15,22,1
2524,12,92,162,Mobile,Organic,12,32,1
2344,2,2,410,Desktop,Instagram,10,13,1
3068,38,7,36,Mobile,GoogleAds,6,14,1
1550,5,58,227,Tablet,Facebook,2,31,0
3548,5,1,151,Desktop,Instagram,5,22,1
1963,22,94,81,Mobile,Facebook,4,3,1
2835,5,61,47,Tablet,Organic,0,19,0
2402,4,48,490,Mobile,Instagram,0,30,0
651,9,19,204,Mobile,Facebook,17,6,1
2439,29,28,428,Mobile,GoogleAds,2,0,0
699,22,16,148,Tablet,Email,18,4,1
1286,27,73,231,Desktop,Email,9,13,1
1960,10,21,27,Mobile,Instagram,19,29,1
1089,16,5,490,Tablet,GoogleAds,10,37,1
1496,10,61,189,Mobile,GoogleAds,7,22,1
466,6,97,165,Desktop,Facebook,19,6,0
992,5,30,212,Mobile,Instagram,10,43,1
2140,6,61,308,Tablet,GoogleAds,4,38,1
1132,25,11,75,Mobile,Facebook,3,49,0
158,4,11,92,Mobile,GoogleAds,12,15,0
1362,32,62,62,Desktop,Instagram,5,8,1
1189,35,15,66,Desktop,GoogleAds,1,38,0
199,10,24,408,Desktop,GoogleAds,5,45,0
3575,34,21,80,Mobile,GoogleAds,9,33,1
892,36,90,140,Tablet,Email,3,30,0
2320,6,87,400,Mobile,Organic,15,44,1
3161,16,75,420,Mobile,Instagram,9,6,1
409,19,17,130,Mobile,Email,0,1,0
2821,34,44,473,Mobile,Organic,12,5,1
618,25,79,254,Desktop,GoogleAds,13,43,1
3341,31,67,446,Desktop,GoogleAds,11,33,1
1805,17,11,320,Desktop,Email,12,16,1
1648,30,48,29,Desktop,Facebook,0,25,0
1585,39,32,476,Tablet,Instagram,13,11,1
2842,31,85,202,Mobile,Organic,7,19,1
2158,19,62,237,Mobile,GoogleAds,13,40,1
1392,35,17,87,Mobile,Instagram,0,45,0
1413,29,53,96,Tablet,GoogleAds,16,34,1
829,1,96,287,Tablet,GoogleAds,15,34,1
3302,4,26,339,Desktop,GoogleAds,11,28,1
829,28,82,399,Mobile,Instagram,19,47,1
429,18,77,439,Mobile,Email,4,37,0
133,26,24,289,Tablet,Instagram,17,30,0
431,19,33,252,Mobile,Instagram,3,39,0
3312,6,87,465,Tablet,Facebook,19,12,1
3144,1,59,180,Desktop,Facebook,10,25,1
1518,8,53,100,Tablet,Email,7,21,1
1607,33,86,404,Mobile,Facebook,8,7,1
777,21,4,73,Tablet,Email,19,39,1
2054,24,35,422,Tablet,GoogleAds,9,6,1
2540,25,53,131,Desktop,GoogleAds,6,4,1
2576,19,87,182,Mobile,Instagram,18,0,1
2212,29,35,194,Mobile,GoogleAds,0,44,0
2149,10,68,18,Desktop,Facebook,4,39,1
3039,12,38,471,Tablet,Organic,5,10,1
1559,33,69,126,Tablet,Instagram,11,31,1
2512,7,99,211,Mobile,Email,11,6,1
1774,17,3,7,Tablet,GoogleAds,13,28,1
2054,10,73,419,Desktop,Instagram,6,29,1
2655,31,64,380,Mobile,Instagram,19,20,1
519,6,84,114,Tablet,Instagram,19,38,0
1216,17,39,340,Desktop,GoogleAds,13,47,1
395,37,36,84,Desktop,Email,15,43,0
1607,18,66,339,Mobile,Instagram,8,42,1
2462,26,30,361,Mobile,Instagram,1,40,0
2303,16,90,464,Tablet,Instagram,16,38,1
751,8,80,102,Tablet,GoogleAds,3,19,0
2718,24,86,469,Tablet,Facebook,13,21,1
2707,13,76,93,Desktop,Email,13,28,1
3552,29,46,492,Desktop,Instagram,14,45,1
1921,32,26,316,Tablet,Instagram,11,3,1
1456,24,50,102,Mobile,Instagram,12,2,1
910,16,19,493,Desktop,GoogleAds,9,8,1
2122,11,12,251,Desktop,Facebook,15,4,1
3094,32,62,24,Tablet,Instagram,14,2,1
2270,6,43,485,Mobile,Instagram,7,24,1
2019,35,23,477,Desktop,GoogleAds,3,31,0
251,33,2,479,Mobile,Email,0,32,0
2550,18,9,365,Desktop,Email,13,17,1
3294,37,64,167,Mobile,Facebook,8,44,1
2395,13,48,140,Mobile,Email,18,35,1
2030,10,57,94,Desktop,Instagram,5,49,1
182,37,76,181,Mobile,GoogleAds,15,40,0
681,26,77,64,Desktop,Instagram,10,28,1
173,17,96,4,Desktop,Instagram,10,38,0
474,1,1,94,Mobile,Facebook,13,46,0
3052,25,65,389,Desktop,Email,10,44,1
506,34,30,272,Mobile,Email,13,1,0
709,39,67,283,Desktop,Email,0,10,0
2452,10,97,132,Mobile,Instagram,10,30,1
712,20,82,72,Desktop,GoogleAds,17,3,1
1950,7,36,304,Desktop,GoogleAds,16,28,1
2365,16,72,392,Tablet,Instagram,3,49,0
1801,37,23,81,Desktop,Organic,13,2,1
192,29,76,174,Desktop,Instagram,7,1,0
638,12,43,300,Mobile,Email,14,43,1
2567,17,93,451,Mobile,Instagram,15,35,1
1741,20,82,475,Mobile,Organic,0,13,0
555,26,40,52,Mobile,Instagram,0,47,0
1597,19,73,290,Tablet,Email,9,3,1
633,12,50,446,Tablet,Facebook,1,43,0
603,21,41,237,Mobile,GoogleAds,11,29,1
753,34,77,277,Mobile,Organic,3,18,0
3308,7,39,491,Mobile,Facebook,18,18,1
1778,35,47,280,Mobile,GoogleAds,0,43,0
1469,15,83,44,Desktop,Facebook,0,30,0
1958,1,3,370,Mobile,Instagram,8,14,1
3503,26,59,254,Desktop,Instagram,19,28,1
2611,35,38,425,Mobile,GoogleAds,12,2,1
2078,25,4,413,Tablet,GoogleAds,10,18,1
2611,15,95,359,Tablet,Instagram,18,21,1
2454,22,5,134,Mobile,Instagram,16,46,1
2682,6,13,56,Tablet,GoogleAds,2,19,0
114,15,69,14,Tablet,GoogleAds,19,6,0
2249,24,77,178,Tablet,GoogleAds,12,3,1
26,21,11,462,Tablet,Email,18,0,0
3201,7,61,101,Desktop,Email,19,40,1
402,29,26,180,Desktop,Instagram,8,6,0
434,32,53,472,Desktop,Email,18,21,0
2186,32,89,461,Desktop,Organic,18,36,1
3211,5,11,257,Mobile,Instagram,0,29,0
581,4,7,268,Tablet,Organic,16,8,0
2086,22,73,371,Tablet,Facebook,13,26,1
1130,18,15,362,Mobile,Organic,11,37,1
3091,35,51,408,Mobile,Facebook,1,22,0
251,17,25,37,Desktop,Organic,2,11,0
2289,24,7,468,Desktop,Facebook,4,12,1
798,2,44,454,Tablet,Facebook,2,32,0
3365,13,92,204,Mobile,Instagram,13,14,1
724,15,83,469,Tablet,GoogleAds,17,15,1
768,5,80,259,Mobile,GoogleAds,4,33,1
2859,3,18,155,Desktop,Instagram,2,8,0
785,37,16,238,Tablet,Facebook,1,41,0
2783,37,64,309,Tablet,GoogleAds,8,26,1
2257,37,28,100,Mobile,GoogleAds,17,47,1
3002,3,13,273,Tablet,Organic,1,14,0
88,35,16,113,Desktop,Email,18,34,0
3013,23,12,110,Tablet,Instagram,2,33,0
865,28,92,143,Mobile,Email,17,39,1
3254,30,97,167,Tablet,Facebook,13,29,1
2524,18,90,260,Desktop,Organic,12,47,1
2638,36,62,145,Mobile,GoogleAds,15,22,1
1449,33,32,230,Mobile,Organic,10,8,1
2997,26,28,395,Desktop,Instagram,11,31,1
2506,17,36,268,Mobile,Facebook,2,34,0
2144,7,82,495,Mobile,Organic,5,48,1
2158,8,45,32,Tablet,Organic,15,31,1
1041,31,23,411,Mobile,Organic,11,44,1
854,12,13,428,Tablet,GoogleAds,19,15,1
3281,31,4,299,Desktop,Facebook,5,31,1
3586,19,52,219,Desktop,GoogleAds,19,24,1
96,10,87,177,Desktop,Organic,13,29,0
2100,39,97,104,Desktop,GoogleAds,8,36,1
3466,12,94,236,Mobile,GoogleAds,16,36,1
3516,20,29,93,Mobile,Instagram,11,34,1
417,37,59,201,Tablet,Email,0,44,0
3564,7,72,299,Tablet,Email,19,7,1
2721,14,90,387,Tablet,Instagram,7,39,1
3098,11,27,231,Mobile,Instagram,11,48,1
1678,7,25,413,Tablet,GoogleAds,15,46,1
157,29,17,255,Mobile,GoogleAds,0,35,0
2334,10,35,85,Desktop,Facebook,2,24,0
241,29,7,35,Mobile,Email,11,17,0
1960,9,17,117,Desktop,GoogleAds,3,38,0
375,36,83,176,Tablet,Facebook,9,9,0
3309,10,57,458,Mobile,Email,1,0,0
1684,19,31,471,Tablet,Facebook,8,3,1
445,31,92,423,Tablet,Facebook,2,25,0
408,17,48,473,Desktop,Instagram,19,10,0
1244,9,47,408,Tablet,Organic,19,14,1
1424,33,81,276,Mobile,Organic,0,31,0
2556,34,70,399,Tablet,Organic,4,14,1
2597,24,64,85,Desktop,Facebook,4,27,1
572,9,91,117,Desktop,GoogleAds,1,22,0
3572,7,32,362,Tablet,Organic,14,2,1
2499,16,49,204,Desktop,GoogleAds,0,31,0
1294,19,3,146,Tablet,Email,4,19,1
782,39,83,444,Desktop,Organic,6,13,1
2407,6,35,215,Tablet,Facebook,10,34,1
2047,11,94,105,Tablet,Instagram,9,39,1
3433,12,27,349,Mobile,Facebook,1,41,0
2577,13,2,297,Mobile,GoogleAds,13,8,1
1353,12,5,356,Tablet,Email,4,46,1
2195,21,44,69,Mobile,Facebook,15,23,1
1583,10,22,487,Mobile,Instagram,1,40,0
1001,20,6,474,Desktop,Instagram,9,3,1
2425,36,60,255,Mobile,Email,17,11,1
3301,28,99,231,Desktop,Organic,4,23,1
3418,24,64,203,Mobile,Facebook,16,0,1
1256,5,5,362,Mobile,Facebook,10,13,1
369,37,23,395,Tablet,Instagram,4,30,0
930,12,36,248,Mobile,GoogleAds,5,9,1
2386,35,44,440,Tablet,Facebook,15,32,1
3019,2,50,402,Tablet,Instagram,4,35,1
2520,39,99,396,Tablet,GoogleAds,15,41,1
3003,9,87,249,Tablet,Organic,16,34,1
972,22,44,144,Mobile,Organic,8,47,1
1837,5,62,283,Tablet,Instagram,1,17,0
3463,12,28,356,Mobile,Instagram,18,24,1
2893,1,95,401,Mobile,Organic,16,11,1
1623,22,24,241,Desktop,Instagram,4,27,1
1650,38,9,341,Desktop,Email,1,8,0
2226,19,34,375,Desktop,Facebook,10,23,1
226,16,54,229,Tablet,Email,0,19,0
387,31,24,31,Mobile,GoogleAds,8,25,0
128,3,90,109,Mobile,Instagram,5,4,0
199,23,44,419,Tablet,Instagram,10,26,0
2824,18,95,27,Desktop,GoogleAds,7,27,1
379,26,11,343,Desktop,Facebook,12,36,0
1811,13,3,160,Mobile,Organic,11,39,1
2206,18,89,17,Mobile,Email,8,6,1
661,3,66,267,Mobile,Facebook,14,18,1
1892,23,16,129,Desktop,Organic,4,21,1
1521,3,72,220,Mobile,Organic,14,17,1
779,25,92,82,Desktop,Instagram,1,14,0
2431,27,64,49,Desktop,GoogleAds,14,32,1
790,27,81,41,Desktop,Instagram,19,38,1
1726,39,52,20,Tablet,GoogleAds,2,4,0
2217,25,83,327,Tablet,Instagram,9,39,1
2408,24,56,37,Mobile,Email,6,36,1
1321,8,97,382,Desktop,Instagram,9,4,1
3369,9,27,400,Mobile,Email,9,36,1
2949,37,98,39,Desktop,Facebook,7,42,1
1259,30,15,109,Mobile,Facebook,12,6,1
532,19,20,429,Mobile,Instagram,1,1,0
531,16,76,64,Tablet,Facebook,11,29,0
792,24,98,175,Tablet,Organic,8,48,1
2330,21,41,279,Tablet,Email,0,10,0
945,36,53,32,Tablet,GoogleAds,11,36,1
3483,39,31,433,Desktop,Email,11,38,1
2240,6,37,209,Mobile,Instagram,2,32,0
1698,5,69,379,Mobile,Facebook,7,8,1
497,14,37,19,Desktop,Facebook,12,10,0
1860,4,53,106,Desktop,Organic,16,11,1
855,8,59,482,Mobile,Facebook,19,9,1
2181,24,76,206,Tablet,Instagram,9,10,1
3042,11,76,247,Tablet,Instagram,14,32,1
2847,17,46,323,Tablet,GoogleAds,8,19,1
2471,21,11,167,Desktop,Email,17,4,1
2013,26,52,89,Mobile,Email,7,46,1
1758,27,32,316,Desktop,Email,13,23,1
3253,16,27,11,Mobile,GoogleAds,10,31,1
3369,26,2,49,Tablet,GoogleAds,12,30,1
3516,33,81,399,Tablet,GoogleAds,15,41,1
695,31,25,384,Tablet,Organic,13,43,1
2170,6,53,467,Mobile,GoogleAds,8,13,1
2945,8,39,61,Tablet,Facebook,8,18,1
2179,7,65,171,Mobile,Organic,18,41,1
1577,34,67,143,Desktop,Facebook,4,23,1
1255,14,91,207,Tablet,Email,14,31,1
48,16,91,486,Desktop,Instagram,10,11,0
2554,9,88,463,Desktop,Email,18,49,1
789,10,89,201,Mobile,GoogleAds,5,20,1
1266,17,46,5,Desktop,Instagram,9,35,1
3000,12,1,211,Mobile,Email,15,24,1
2206,6,41,472,Mobile,Organic,4,13,1
3478,19,33,29,Desktop,GoogleAds,17,7,1
3079,29,93,190,Mobile,Email,18,28,1
2718,6,20,188,Mobile,Instagram,9,24,1
1937,25,43,325,Mobile,Facebook,9,22,1
311,24,86,255,Desktop,Email,11,35,0
3441,25,96,150,Mobile,Organic,2,47,0
2295,16,1,13,Tablet,Instagram,3,11,0
656,16,90,434,Desktop,Email,11,49,1
672,6,58,372,Desktop,Facebook,6,11,1
2293,37,85,497,Mobile,GoogleAds,11,17,1
1769,21,97,431,Desktop,GoogleAds,2,35,0
2260,4,15,366,Tablet,GoogleAds,17,47,1
265,34,19,157,Desktop,Instagram,18,49,0
607,28,25,80,Desktop,Facebook,4,18,1
671,38,15,356,Desktop,Facebook,13,47,1
244,28,69,273,Mobile,Email,7,34,0
1378,17,22,148,Tablet,GoogleAds,14,48,1
2591,14,41,206,Tablet,Instagram,15,26,1
2917,7,36,114,Tablet,GoogleAds,17,2,1
3547,22,71,6,Desktop,GoogleAds,10,12,1
779,1,5,278,Tablet,Email,1,37,0
2598,29,36,232,Mobile,Email,9,40,1
222,31,21,137,Desktop,Email,10,18,0
472,30,5,160,Mobile,Organic,4,42,0
2493,15,31,344,Desktop,Organic,16,34,1
292,18,16,289,Mobile,Instagram,0,14,0
1496,35,37,205,Desktop,Instagram,13,15,1
1440,30,16,483,Mobile,Email,14,34,1
97,34,36,326,Tablet,Facebook,6,4,0
1077,11,22,305,Desktop,Instagram,7,6,1
470,27,48,360,Desktop,Organic,15,20,0
2335,24,60,158,Mobile,Organic,12,40,1
2478,35,48,358,Mobile,GoogleAds,4,0,1
1734,39,60,400,Mobile,Email,2,24,0
1386,8,76,449,Desktop,Facebook,12,29,1
2753,18,31,106,Mobile,Email,18,18,1
524,13,85,82,Tablet,Organic,11,23,0
712,24,62,342,Mobile,Facebook,18,45,1
1663,23,6,474,Mobile,Instagram,16,14,1
2076,12,21,270,Mobile,GoogleAds,10,34,1
32,30,84,440,Tablet,Organic,2,23,0
2470,31,5,421,Mobile,GoogleAds,1,35,0
1063,28,60,49,Mobile,Email,13,48,1
1840,22,13,206,Desktop,Facebook,16,13,1
2165,28,15,218,Desktop,Email,1,21,0
3448,13,2,306,Mobile,GoogleAds,17,38,1
1314,25,8,164,Desktop,Organic,14,7,1
3209,7,46,436,Mobile,GoogleAds,11,47,1
3310,6,84,279,Mobile,Organic,15,15,1
1144,24,93,322,Tablet,GoogleAds,15,45,1
2193,19,93,231,Mobile,Email,6,16,1
371,19,41,199,Desktop,GoogleAds,5,4,0
3267,36,41,487,Desktop,Instagram,13,40,1
2186,9,95,429,Desktop,Email,7,34,1
1909,36,22,371,Desktop,GoogleAds,19,36,1
1294,38,2,214,Mobile,GoogleAds,18,17,1
524,29,0,284,Tablet,Facebook,18,20,0
458,24,66,486,Tablet,Email,11,41,0
1933,5,70,276,Mobile,Facebook,8,0,1
3185,26,2,433,Desktop,Email,8,16,1
1516,14,99,185,Tablet,Organic,4,7,1
1257,39,48,210,Tablet,Email,13,28,1
1865,29,66,121,Mobile,Email,0,19,0
883,6,54,216,Desktop,GoogleAds,2,48,0
3572,7,3,97,Tablet,Instagram,10,49,1
2530,37,30,443,Mobile,Email,3,36,0
3091,18,65,119,Tablet,Facebook,19,38,1
1438,23,77,365,Tablet,Instagram,0,4,0
2359,38,63,282,Desktop,Email,5,9,1
2288,1,30,403,Desktop,Instagram,9,5,1
1764,4,62,496,Tablet,Organic,3,6,0
932,35,65,106,Desktop,Instagram,16,34,1
3147,23,30,397,Tablet,Organic,4,26,1
2994,27,46,458,Tablet,Instagram,1,41,0
2169,26,21,318,Tablet,Instagram,0,20,0
1046,8,73,382,Mobile,Facebook,15,23,1
1426,16,93,142,Desktop,Facebook,6,28,1
2557,3,96,457,Desktop,GoogleAds,2,26,0
2989,32,82,395,Tablet,Instagram,13,37,1
2655,5,45,323,Desktop,Organic,18,1,1
2291,20,88,488,Tablet,Instagram,15,24,1
2659,14,57,268,Desktop,Email,5,1,1
323,32,60,291,Desktop,Organic,0,37,0
2623,26,45,487,Tablet,Email,6,17,1
3093,6,0,366,Desktop,GoogleAds,10,41,1
2266,36,95,167,Tablet,Email,17,6,1
2007,5,24,160,Mobile,GoogleAds,8,48,1
1047,13,60,231,Tablet,GoogleAds,2,3,0
1666,32,80,14,Desktop,GoogleAds,7,43,1
3499,16,13,492,Mobile,Email,7,39,1
3518,1,44,193,Mobile,GoogleAds,0,40,0
3458,13,76,155,Tablet,GoogleAds,9,9,1
3101,11,38,101,Mobile,Facebook,14,40,1
2644,8,65,60,Tablet,Instagram,9,27,1
1788,25,31,43,Desktop,GoogleAds,7,29,1
1024,32,95,193,Tablet,Organic,1,23,0
1103,24,57,311,Mobile,Organic,17,35,1
3292,28,55,109,Tablet,Facebook,1,15,0
1134,14,5,93,Tablet,Email,18,32,1
707,3,88,216,Desktop,Email,8,9,1
2189,36,66,465,Tablet,Email,9,47,1
1414,27,81,163,Desktop,GoogleAds,3,20,0
1165,20,49,351,Mobile,Email,0,26,0
1053,15,37,234,Mobile,Email,10,20,1
1939,27,2,416,Tablet,Instagram,1,26,0
2593,28,4,403,Tablet,GoogleAds,3,31,0
1023,25,23,351,Mobile,GoogleAds,14,4,1
236,33,53,167,Mobile,Organic,19,34,0
3235,14,33,148,Mobile,Organic,12,21,1
1838,8,38,28,Tablet,Instagram,0,35,0
1502,14,87,259,Mobile,Facebook,1,9,0
831,1,99,416,Tablet,GoogleAds,5,33,1
2033,16,91,86,Mobile,Organic,6,5,1
880,18,47,108,Mobile,Email,18,13,1
2462,7,48,442,Tablet,GoogleAds,3,36,0
2259,15,33,438,Desktop,GoogleAds,17,18,1
2095,24,79,426,Tablet,GoogleAds,8,31,1
2999,13,99,117,Desktop,Organic,10,19,1
1805,9,6,364,Tablet,Instagram,4,20,1
197,15,17,15,Desktop,Organic,0,14,0
1090,35,69,486,Desktop,Email,1,16,0
950,24,91,211,Desktop,Email,2,43,0
3101,33,33,318,Tablet,Facebook,16,44,1
2330,16,50,31,Tablet,Organic,1,23,0
3200,8,92,445,Tablet,Organic,0,20,0
2640,29,67,282,Desktop,Facebook,1,47,0
2573,23,13,453,Desktop,Facebook,7,14,1
3302,31,68,185,Tablet,GoogleAds,12,10,1
535,14,88,404,Tablet,GoogleAds,13,36,0
3596,30,7,66,Mobile,Email,11,29,1
345,39,14,405,Mobile,Instagram,8,17,0
2755,27,82,371,Mobile,Email,18,27,1
1088,16,58,316,Mobile,Organic,19,12,1
2557,6,10,63,Mobile,Instagram,6,42,1
2957,33,19,435,Tablet,GoogleAds,9,9,1
2823,18,54,228,Desktop,Facebook,2,46,0
2593,16,35,476,Desktop,Facebook,18,38,1
171,12,81,468,Tablet,Email,16,11,0
603,20,13,101,Tablet,Organic,7,49,1
1948,29,57,423,Tablet,Organic,17,37,1
2216,30,37,356,Mobile,Facebook,6,40,1
