EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,SalaryHikePercent,TrainingHoursLastYear,PerformanceRating,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,Overtime,RemoteWork,BusinessTravel,AbsentDaysLastYear,ProjectsHandled,ManagerFeedbackScore,PromotionLast3Years,EmployeeAttrition
EMP_119196,49,Male,Engineering,Consultant,MBA,Married,19,8,86035.75,13.41,13,3.48,4.41,1.56,3.37,No,No,Frequently,8,3,2.17,No,No
EMP_113242,38,Female,Marketing,Team Lead,MBA,Married,2,13,15000.0,6.02,18,2.46,2.86,2.59,2.1,No,No,Rarely,4,4,3.72,Yes,Yes
EMP_129410,50,Female,HR,Administrator,Bachelor,Single,11,1,83979.17,8.16,19,4.89,3.38,3.43,2.57,No,No,Non-Travel,7,6,3.03,No,No
EMP_119696,58,Female,HR,Manager,Diploma,Divorced,15,0,76188.25,15.56,27,3.91,4.05,3.39,2.14,Yes,Yes,Frequently,7,6,2.16,No,No
EMP_110361,49,Male,Finance,Administrator,Master,Divorced,23,2,88299.9,5.3,27,3.0,2.13,3.5,4.07,Yes,No,Frequently,6,2,3.22,Yes,No
EMP_125637,52,Female,Engineering,Consultant,MBA,Divorced,17,1,121609.19,14.99,21,1.86,2.21,3.67,1.87,Yes,Yes,Non-Travel,4,5,5.0,No,No
EMP_111757,35,Male,Sales,Team Lead,MBA,Divorced,5,5,43131.76,21.31,22,4.09,1.35,,2.77,No,Yes,Non-Travel,6,10,3.41,No,No
EMP_107037,23,Male,HR,Team Lead,MBA,Married,10,8,113753.37,12.64,23,3.85,2.89,3.29,1.68,No,No,Rarely,9,3,3.92,No,No
EMP_115382,23,Male,Sales,Consultant,MBA,Divorced,1,3,106126.67,7.8,15,4.13,4.42,3.7,3.77,No,No,Rarely,3,5,3.19,No,Yes
EMP_114966,42,Female,Marketing,Manager,Diploma,Single,13,3,78625.07,3.6,18,4.41,4.39,2.14,3.86,Yes,Yes,Rarely,9,4,2.14,No,No
EMP_109158,53,Male,Engineering,Executive,MBA,Divorced,14,5,103775.5,31.11,15,1.56,1.94,4.12,1.49,Yes,Yes,Frequently,7,4,2.48,Yes,No
EMP_113961,27,Female,Finance,Analyst,Diploma,Single,13,14,15000.0,8.46,16,4.96,4.44,3.21,4.07,No,No,Non-Travel,11,3,3.53,No,No
EMP_108497,35,Male,Finance,Developer,Diploma,Married,7,9,50899.97,14.38,22,4.27,4.01,3.63,3.51,No,Yes,Frequently,3,9,4.38,No,Yes
EMP_110858,58,Male,Support,Executive,Diploma,Single,13,6,145916.14,5.71,21,4.08,2.94,1.69,2.2,No,No,Frequently,7,2,2.33,No,Yes
EMP_127820,52,Male,HR,Developer,MBA,Divorced,9,11,77209.94,12.88,22,3.87,3.56,2.86,2.65,No,No,Non-Travel,6,5,3.15,No,Yes
EMP_100152,26,Female,Engineering,Executive,Bachelor,Married,7,3,15000.0,11.66,19,2.77,2.71,2.69,5.0,Yes,No,Rarely,5,3,2.97,No,No
EMP_123395,28,Male,Operations,Consultant,MBA,Married,23,12,61663.32,4.08,19,3.11,4.24,2.27,1.42,No,Yes,Rarely,6,8,4.53,Yes,Yes
EMP_104187,38,Female,engineering,Analyst,Bachelor,Married,24,0,83929.95,9.53,12,1.36,1.0,1.25,4.17,No,Yes,Rarely,8,6,3.29,Yes,No
EMP_102297,47,Male,Finance,Executive,MBA,Divorced,19,11,25679.53,7.6,19,4.02,1.99,3.73,3.27,No,Yes,Frequently,5,2,2.92,No,Yes
EMP_106927,33,Male,Finance,Consultant,MBA,Single,16,12,43753.29,15.7,23,3.05,2.92,2.21,2.93,No,No,Rarely,6,2,,Yes,No
EMP_129175,51,Male,Sales,Analyst,Bachelor,Divorced,23,7,95527.31,18.46,15,2.48,2.34,2.07,3.19,Yes,Yes,Rarely,6,7,3.44,No,No
EMP_117960,57,Female,Engineering,Manager,MBA,Married,2,2,28426.33,10.71,24,4.75,2.2,4.78,2.77,Yes,No,Rarely,4,3,3.78,No,No
EMP_123435,39,Female,Support,Developer,PhD,Married,2,2,88046.67,9.6,15,4.11,1.69,3.88,3.0,No,No,Rarely,2,6,3.56,No,Yes
EMP_117893,58,Female,Engineering,Administrator,Bachelor,Single,7,14,76856.65,13.69,15,4.39,,3.85,3.8,No,Yes,Non-Travel,3,8,4.0,No,No
EMP_111255,42,Male,Marketing,Manager,MBA,Single,21,14,15000.0,7.83,20,3.25,2.45,4.24,2.72,No,Yes,Rarely,8,0,4.65,No,No
EMP_120381,54,Female,Support,Manager,Bachelor,Married,9,9,103810.12,8.95,23,2.57,,3.13,2.17,No,Yes,Non-Travel,3,4,3.2,No,No
EMP_109134,42,Female,engineering,Executive,Diploma,Married,21,6,89752.37,18.78,18,1.69,4.29,3.54,2.7,No,No,Rarely,9,3,3.07,No,No
EMP_105865,27,Male,engineering,Developer,Diploma,Divorced,21,3,49750.44,13.13,24,3.26,1.74,2.47,3.72,No,No,Non-Travel,6,5,3.68,No,No
EMP_113299,45,Female,HR,Consultant,Master,Single,3,1,105616.78,12.82,25,2.06,2.51,2.39,3.48,No,No,Rarely,6,2,5.0,No,Yes
EMP_112578,34,Female,Finance,Administrator,Bachelor,Single,24,9,78140.33,0.0,16,2.3,3.62,2.57,3.18,No,No,Frequently,7,5,4.28,No,No
EMP_124782,34,Male,Finance,Consultant,Bachelor,Married,0,6,98958.78,16.49,18,4.08,2.76,1.16,2.66,No,No,Rarely,7,4,3.26,No,No
EMP_116872,27,Male,Operations,Consultant,Bachelor,Single,21,2,57332.29,11.5,27,3.9,4.38,4.54,5.0,No,No,Non-Travel,7,1,3.83,No,Yes
EMP_127935,42,Male,Engineering,Executive,MBA,Married,2,12,15000.0,9.51,19,4.51,3.4,3.75,2.21,No,No,Frequently,7,4,4.23,No,No
EMP_129312,52,Male,Support,Administrator,MBA,Single,21,2,54455.0,11.44,26,4.31,3.58,,4.99,Yes,Yes,Rarely,6,7,2.95,Yes,Yes
EMP_105441,31,Male,HR,Manager,MBA,Divorced,0,2,76116.37,9.7,21,3.66,3.4,2.53,2.74,No,Yes,Rarely,9,3,,Yes,Yes
EMP_112566,33,Male,Engineering,Developer,MBA,Single,7,2,136382.73,17.27,20,3.12,2.31,2.82,3.77,No,No,Non-Travel,6,6,4.59,No,No
EMP_107446,24,Male,HR,Analyst,PhD,Married,17,12,108296.84,9.78,19,3.19,2.68,,2.45,No,No,Non-Travel,2,4,4.84,Yes,Yes
EMP_128515,58,Male,Operations,Consultant,Bachelor,Married,22,6,97564.35,17.3,11,2.32,1.0,2.62,2.99,Yes,Yes,Frequently,8,6,4.2,No,Yes
EMP_111237,26,Male,Sales,Developer,Master,Divorced,17,1,61883.27,19.36,21,4.53,2.43,2.48,4.62,No,No,Non-Travel,2,5,,No,Yes
EMP_108160,21,Female,HR,Team Lead,MBA,Married,1,12,79376.09,20.08,22,3.6,3.76,2.48,4.04,No,No,Rarely,9,4,4.47,No,Yes
EMP_113426,59,Female,Engineering,Analyst,Diploma,Single,12,5,85034.79,8.53,13,5.0,3.8,3.55,3.9,Yes,No,Non-Travel,5,6,4.43,No,No
EMP_110240,49,Female,Sales,Developer,Master,Single,3,0,80323.62,0.17,26,3.56,1.0,3.75,3.15,No,Yes,Non-Travel,5,3,3.98,No,Yes
EMP_108363,46,Female,Support,Executive,Bachelor,Divorced,9,1,50166.73,11.6,17,3.63,2.8,4.27,4.45,No,No,Frequently,3,3,3.55,No,Yes
EMP_105650,44,Female,HR,Team Lead,MBA,Divorced,6,11,88588.56,16.98,27,3.17,4.8,5.0,4.16,Yes,No,Frequently,7,1,3.42,No,No
EMP_101987,50,Female,Sales,Analyst,PhD,Single,6,0,84225.51,9.73,27,3.9,1.25,2.64,2.6,No,Yes,frequently,8,3,1.86,No,Yes
EMP_124565,31,Female,Sales,Developer,Bachelor,Single,16,2,36944.97,12.41,18,3.92,1.26,4.29,2.24,Yes,No,Frequently,5,3,3.95,No,No
EMP_103755,39,Male,Marketing,Executive,Bachelor,Single,15,1,61601.06,15.36,18,2.72,2.67,3.29,4.65,No,No,Rarely,4,3,2.57,Yes,Yes
EMP_114101,21,Female,Support,Consultant,Bachelor,Divorced,10,13,32162.61,21.05,22,4.22,4.27,2.42,3.73,No,No,frequently,2,6,3.18,No,No
EMP_100872,42,Male,Support,Developer,MBA,Divorced,2,13,29922.1,23.63,22,4.1,,2.54,3.45,No,No,Frequently,5,5,3.04,No,No
EMP_119161,37,Female,Marketing,Executive,Diploma,Married,24,10,15000.0,10.25,17,2.39,2.82,2.03,2.37,No,Yes,Rarely,11,10,1.95,Yes,No
EMP_120106,49,Female,Support,Consultant,PhD,Divorced,17,0,80201.29,17.89,14,3.52,2.96,2.58,4.57,No,No,Non-Travel,2,5,4.8,No,No
EMP_116831,36,Male,Sales,Executive,Master,Married,2,6,108600.12,15.88,18,5.0,5.0,2.18,2.58,No,Yes,Rarely,11,4,3.31,No,Yes
EMP_126486,46,Female,Support,Manager,Bachelor,Single,18,3,89769.17,9.26,21,1.0,3.02,3.73,2.34,Yes,No,Rarely,7,5,3.5,Yes,Yes
EMP_129296,48,Male,Marketing,Administrator,PhD,Married,21,5,106100.98,7.69,22,4.16,4.79,4.42,3.32,Yes,Yes,Rarely,5,8,2.42,No,No
EMP_109404,36,Male,HR,Executive,PhD,Divorced,6,10,102188.85,16.02,16,3.47,3.23,4.27,5.0,No,No,Frequently,6,4,4.03,No,Yes
EMP_111673,47,Female,Marketing,Executive,Bachelor,Divorced,19,6,110882.01,14.19,29,4.7,1.46,4.63,2.76,No,Yes,Non-Travel,11,3,3.73,No,No
EMP_104842,56,Female,Finance,Team Lead,Bachelor,Divorced,17,13,177548.22,9.57,23,3.84,3.28,1.82,3.35,Yes,Yes,Non-Travel,2,5,3.75,No,Yes
EMP_103813,38,Male,Engineering,Executive,PhD,Divorced,11,10,19004.7,23.76,19,3.35,4.29,3.2,4.52,Yes,No,Rarely,6,5,2.15,No,No
EMP_123630,22,Female,HR,Developer,PhD,Divorced,0,3,106004.41,16.27,15,3.01,2.45,3.43,2.61,Yes,No,Rarely,2,6,2.71,Yes,No
EMP_123507,40,Male,Support,Team Lead,Bachelor,Divorced,13,5,110988.77,4.13,18,4.05,1.51,5.0,1.97,Yes,No,Rarely,10,4,3.48,Yes,Yes
EMP_118037,56,Female,Marketing,Administrator,Master,Single,7,1,57577.04,12.24,26,3.27,2.13,,3.16,No,No,Non-Travel,5,5,3.25,No,No
EMP_102762,46,Male,Marketing,Developer,Diploma,Married,19,13,95482.63,13.29,21,2.44,3.48,2.89,2.72,Yes,Yes,Non-Travel,6,5,2.62,No,Yes
EMP_102844,22,Female,Marketing,Administrator,MBA,Married,15,12,108881.71,22.75,27,2.97,4.77,2.98,4.13,Yes,No,Rarely,5,6,3.58,No,Yes
EMP_113742,33,Female,Sales,Developer,PhD,Divorced,5,5,89744.48,11.37,21,4.43,1.26,2.29,3.37,No,No,Rarely,6,4,4.59,Yes,No
EMP_129481,33,Male,HR,Analyst,Master,Single,2,4,49682.77,9.83,28,2.77,3.59,4.12,3.12,Yes,Yes,Non-Travel,6,1,3.13,No,No
EMP_103421,36,Male,Engineering,Executive,Diploma,Divorced,7,0,116305.99,10.58,15,3.08,2.87,4.1,3.4,Yes,No,Rarely,8,5,3.61,No,Yes
EMP_117297,46,Male,Operations,Executive,Diploma,Single,22,11,42880.85,5.33,24,4.35,2.46,5.0,4.09,No,Yes,Frequently,3,4,2.42,Yes,Yes
EMP_107732,35,Male,Finance,Developer,PhD,Single,24,6,35132.25,12.05,23,4.1,4.87,3.05,3.77,Yes,Yes,Frequently,6,6,3.59,No,No
EMP_101912,55,Female,Operations,Developer,MBA,Married,7,2,31019.17,8.43,19,4.26,2.28,4.01,2.62,No,Yes,frequently,5,3,3.12,Yes,No
EMP_107252,51,Male,Operations,Consultant,MBA,Divorced,12,5,101731.21,12.19,25,2.37,2.91,5.0,3.16,Yes,Yes,Rarely,7,5,3.86,Yes,Yes
EMP_120200,52,Male,Support,Consultant,PhD,Single,24,1,61344.3,22.42,22,3.45,1.0,2.53,5.0,No,Yes,Rarely,8,8,3.1,No,No
EMP_111711,41,Male,Operations,Developer,MBA,Married,5,10,79086.89,6.7,16,3.13,1.8,3.49,3.11,No,Yes,Frequently,5,11,3.1,No,No
EMP_123323,49,Male,Sales,Consultant,Diploma,Single,24,6,35852.22,10.22,19,2.13,3.41,2.76,5.0,No,No,Non-Travel,6,3,2.77,Yes,No
EMP_129373,57,Female,HR,Developer,PhD,Married,23,13,67814.45,6.01,25,3.56,4.31,4.62,1.6,No,Yes,Rarely,5,6,3.79,No,No
EMP_118268,54,Female,Sales,Developer,MBA,Single,20,2,113603.27,9.74,25,4.26,1.28,4.47,4.98,No,No,Rarely,7,4,3.25,No,No
EMP_110901,48,Female,HR,Team Lead,PhD,Single,12,6,39661.48,1.91,16,3.7,2.73,2.19,3.34,No,Yes,Rarely,5,10,2.96,No,No
EMP_105007,43,Female,Sales,Developer,PhD,Married,1,7,127132.38,9.36,13,5.0,3.79,4.45,3.65,No,No,Rarely,10,4,2.52,Yes,No
EMP_125550,54,Female,HR,Administrator,Diploma,Divorced,2,6,58105.19,6.26,18,2.65,2.52,3.73,3.13,Yes,No,Non-Travel,7,3,3.37,No,Yes
EMP_102980,31,Female,Marketing,Consultant,Bachelor,Single,21,11,25736.74,16.32,17,4.03,3.26,2.66,3.56,Yes,No,Frequently,2,8,2.57,No,Yes
EMP_121531,50,Female,Operations,Developer,Diploma,Single,4,10,23522.25,11.49,23,4.66,4.61,4.1,3.06,Yes,No,Non-Travel,8,5,4.0,No,Yes
EMP_125667,58,Female,Sales,Developer,MBA,Single,3,7,55120.54,19.0,20,2.3,2.58,,3.82,No,Yes,Frequently,3,8,4.12,No,Yes
EMP_102331,22,Female,Operations,Analyst,PhD,Single,24,1,102893.54,18.31,25,4.38,3.3,2.33,1.88,Yes,No,Rarely,7,4,5.0,No,Yes
EMP_118355,25,Female,Operations,Developer,MBA,Married,18,1,140495.39,20.85,28,3.02,2.38,1.37,1.6,Yes,Yes,Frequently,5,3,2.9,Yes,Yes
EMP_120015,33,Male,Support,Manager,MBA,Divorced,20,5,99490.66,4.87,19,3.57,3.18,2.61,2.38,Yes,No,Frequently,7,8,4.89,No,Yes
EMP_118100,30,Male,Support,Analyst,MBA,Married,12,5,100213.44,18.98,18,4.24,3.4,,3.87,Yes,Yes,Rarely,0,11,4.36,Yes,Yes
EMP_118686,48,Male,Engineering,Manager,PhD,Married,8,5,15000.0,6.98,19,2.77,3.36,2.11,3.11,No,Yes,Non-Travel,7,7,3.07,No,Yes
EMP_118191,36,Female,Finance,Developer,MBA,Divorced,3,9,35269.25,8.95,20,2.74,3.23,1.87,3.54,Yes,No,Non-Travel,6,7,2.24,Yes,Yes
EMP_123577,54,Male,Support,Administrator,Bachelor,Divorced,1,4,62922.5,13.35,23,4.49,2.45,3.52,3.5,No,No,Non-Travel,9,5,3.67,No,No
EMP_122024,41,Female,Sales,Consultant,MBA,Single,17,5,122634.31,8.58,27,3.17,3.63,4.45,2.78,Yes,Yes,Rarely,12,5,2.26,No,Yes
EMP_124407,47,Female,HR,Manager,PhD,Single,3,11,104670.95,13.87,14,3.64,2.67,3.47,4.19,No,Yes,Rarely,5,5,2.97,No,Yes
EMP_126340,51,Male,Operations,Team Lead,Master,Married,4,2,72934.61,14.47,16,2.0,2.33,1.49,2.25,No,Yes,Frequently,8,5,3.07,No,Yes
EMP_105529,34,Male,Sales,Developer,Master,Single,16,11,96953.29,10.68,14,2.28,3.85,4.05,2.66,Yes,No,Non-Travel,6,6,4.19,No,Yes
EMP_116124,24,Male,Operations,Manager,Bachelor,Single,11,8,15000.0,16.05,24,4.92,1.22,3.11,2.54,Yes,No,Frequently,7,6,3.74,No,Yes
EMP_126606,43,Male,Marketing,Team Lead,Diploma,Single,7,10,15000.0,11.15,26,3.73,3.9,2.55,3.63,No,No,Non-Travel,7,6,3.39,Yes,No
EMP_102190,28,Female,HR,Manager,MBA,Divorced,5,14,98969.68,7.86,18,2.85,2.51,1.75,2.91,No,No,Non-Travel,4,2,3.25,No,No
EMP_125948,42,Female,Engineering,Consultant,Bachelor,Married,3,7,96823.09,16.44,24,2.59,3.06,1.15,1.47,No,Yes,Rarely,2,3,,No,Yes
EMP_100812,31,Male,Support,Developer,MBA,Single,22,3,100308.19,11.81,29,2.48,5.0,,5.0,No,No,Rarely,7,4,1.96,No,No
EMP_114384,34,Female,Engineering,Manager,Bachelor,Single,19,3,82663.11,10.35,20,2.33,2.57,3.21,2.72,No,No,Rarely,4,7,3.95,No,No
EMP_105479,51,Female,Finance,Consultant,Bachelor,Single,0,14,41184.05,8.84,14,3.55,2.58,1.0,3.66,No,No,Rarely,6,4,3.83,Yes,Yes
EMP_103491,25,Male,Operations,Executive,PhD,Divorced,15,9,42431.92,6.61,20,4.77,1.0,4.51,3.57,Yes,Yes,Frequently,4,8,3.89,No,Yes
EMP_125610,55,Male,Marketing,Administrator,Diploma,Divorced,10,5,47953.37,8.27,15,3.93,2.62,2.7,3.62,Yes,Yes,Non-Travel,3,3,3.14,Yes,Yes
EMP_124469,34,Female,Marketing,Administrator,Bachelor,Divorced,10,4,77870.59,3.07,21,3.19,2.87,2.49,2.49,No,No,Non-Travel,4,6,4.63,Yes,No
EMP_126655,57,Female,Operations,Executive,PhD,Single,17,7,67046.05,14.3,15,3.03,3.67,1.63,2.48,No,Yes,Rarely,6,3,4.16,No,Yes
EMP_107729,47,Female,Support,Consultant,PhD,Married,2,9,174109.15,11.97,21,3.37,4.04,1.97,3.48,Yes,Yes,Frequently,8,12,3.35,No,No
EMP_111039,43,Female,Finance,Executive,PhD,Married,3,10,105806.09,12.08,24,3.98,,2.27,4.31,No,No,Frequently,11,6,3.29,No,No
EMP_118601,47,Male,Operations,Executive,Bachelor,Single,24,7,92897.48,6.13,16,2.59,1.99,2.09,3.44,No,Yes,Non-Travel,4,9,5.0,No,Yes
EMP_111007,40,Female,Marketing,Analyst,Master,Single,7,7,88350.16,19.66,17,3.22,1.41,5.0,3.82,No,No,Non-Travel,6,6,3.37,No,No
EMP_112622,45,Female,Marketing,Consultant,Master,Single,17,13,54844.82,8.07,25,3.86,4.07,2.81,3.91,Yes,Yes,Non-Travel,6,5,4.11,No,No
EMP_111880,55,Female,HR,Executive,MBA,Single,2,2,15000.0,9.94,20,3.07,2.08,2.92,5.0,Yes,Yes,Frequently,8,6,3.37,No,No
EMP_100902,22,Female,Finance,Executive,Master,Divorced,5,4,113110.03,12.53,12,3.92,,2.24,4.02,No,Yes,Frequently,1,3,4.04,No,No
EMP_103472,55,Male,Sales,Developer,PhD,Divorced,11,3,127253.01,8.76,22,4.28,3.48,3.31,2.57,No,Yes,Frequently,9,4,1.89,No,Yes
EMP_111309,56,Male,engineering,Developer,MBA,Single,23,2,107953.77,7.65,19,2.93,2.14,1.61,3.9,No,Yes,Rarely,5,5,3.48,Yes,Yes
EMP_111878,24,Male,Engineering,Administrator,PhD,Married,17,5,125602.92,19.0,26,5.0,3.36,3.71,4.38,Yes,Yes,Frequently,4,9,2.9,No,No
EMP_115585,27,Female,Sales,Analyst,Bachelor,Divorced,18,13,66972.78,8.15,19,2.6,4.28,1.59,3.91,Yes,Yes,Non-Travel,9,4,3.54,No,Yes
EMP_114027,38,Female,Operations,Consultant,Diploma,Divorced,21,0,43354.24,21.9,33,3.23,3.77,4.09,2.36,No,No,Frequently,4,2,3.49,No,Yes
EMP_114150,50,Female,Engineering,Consultant,Diploma,Married,11,11,32362.23,12.9,22,1.37,4.19,2.81,3.95,No,Yes,Rarely,4,5,4.23,No,No
EMP_129966,44,Male,Finance,Developer,MBA,Divorced,11,7,64723.28,17.78,14,4.31,3.74,,4.05,No,Yes,Rarely,6,4,3.05,No,No
EMP_104767,41,Female,Support,Administrator,PhD,Married,21,5,91065.52,7.54,23,4.85,2.25,2.14,2.98,No,No,Non-Travel,7,3,3.75,No,Yes
EMP_126776,47,Female,Operations,Administrator,Diploma,Married,6,1,90470.63,10.38,17,2.65,2.86,2.74,2.95,No,Yes,Rarely,11,5,4.25,No,Yes
EMP_128004,59,Male,Support,Team Lead,PhD,Divorced,16,3,67108.51,12.43,22,4.5,2.36,3.61,3.46,No,No,Rarely,8,5,3.55,No,Yes
EMP_108155,27,Male,Marketing,Executive,PhD,Single,6,14,163357.67,22.83,15,3.79,3.84,3.49,3.33,Yes,Yes,Non-Travel,9,4,3.07,No,No
EMP_102344,36,Female,HR,Executive,Diploma,Divorced,19,12,85720.84,7.44,29,3.61,3.6,1.91,3.92,No,No,Frequently,6,5,3.34,Yes,Yes
EMP_119207,28,Male,Sales,Consultant,Master,Married,15,2,78725.3,19.15,17,4.8,2.01,5.0,4.01,Yes,Yes,Frequently,7,6,3.96,No,No
EMP_106962,57,Female,Support,Developer,Master,Divorced,15,14,66850.23,6.24,22,2.96,2.49,3.16,4.28,No,No,Rarely,8,9,2.02,No,Yes
EMP_126709,28,Male,Finance,Analyst,PhD,Married,3,11,120402.8,17.78,23,4.15,2.7,3.26,4.48,No,No,Rarely,4,9,2.99,No,No
EMP_112992,34,Male,Finance,Manager,PhD,Married,19,14,106255.05,8.29,24,2.66,2.16,2.85,4.85,Yes,No,Non-Travel,7,2,2.71,Yes,No
EMP_114650,45,Male,Engineering,Team Lead,Diploma,Single,0,1,,11.55,14,2.66,2.27,1.41,3.93,No,No,Frequently,5,9,2.66,No,No
EMP_129071,32,Female,Finance,Analyst,PhD,Single,16,5,86666.79,10.91,30,4.24,4.21,3.79,3.83,No,Yes,Non-Travel,6,4,3.42,No,No
EMP_111877,57,Male,Sales,Manager,Diploma,Divorced,20,1,15000.0,9.56,18,4.06,2.47,2.44,3.8,No,No,Rarely,3,8,3.43,No,No
EMP_120815,57,Male,Marketing,Developer,Master,Married,8,6,89879.47,13.74,26,3.13,1.13,5.0,3.59,No,Yes,Rarely,5,7,2.25,No,Yes
EMP_100510,29,Female,Engineering,Team Lead,PhD,Divorced,24,5,100922.66,13.82,20,3.76,2.54,2.57,5.0,No,No,Rarely,6,6,1.87,No,No
EMP_115103,50,Male,HR,Consultant,MBA,Single,16,7,124251.55,15.48,21,4.6,1.51,4.77,4.63,No,No,Rarely,10,2,2.59,No,No
EMP_120053,40,Female,Finance,Developer,Bachelor,Single,0,0,83283.18,20.8,19,3.45,1.53,2.19,3.54,Yes,Yes,Rarely,6,9,5.0,No,No
EMP_125317,30,Male,Support,Analyst,Bachelor,Married,12,6,68271.66,12.59,22,3.08,3.0,3.17,3.4,Yes,Yes,Rarely,10,2,3.87,Yes,No
EMP_106648,23,Male,Finance,Team Lead,Diploma,Single,17,6,116851.53,11.59,14,4.01,1.63,4.2,2.17,No,Yes,Rarely,8,7,3.99,Yes,No
EMP_112031,33,Female,Operations,Manager,MBA,Single,16,9,62314.87,10.9,23,2.59,2.65,,4.54,No,No,Frequently,5,4,3.46,No,No
EMP_102537,35,Male,HR,Analyst,Master,Divorced,7,10,60073.2,8.4,19,4.4,3.14,3.83,2.34,Yes,No,Rarely,4,3,1.97,No,Yes
EMP_129107,44,Male,Operations,Consultant,PhD,Single,3,9,56726.13,11.12,12,2.36,3.14,2.9,2.72,No,No,Rarely,4,8,3.49,No,Yes
EMP_121650,50,Male,Operations,Team Lead,PhD,Single,0,1,30928.47,8.16,16,3.93,3.96,1.02,2.91,Yes,No,Rarely,8,3,2.66,No,Yes
EMP_125274,24,Female,Engineering,Analyst,PhD,Single,19,8,85903.15,10.23,19,4.06,,3.97,2.62,Yes,Yes,Frequently,10,5,4.38,No,Yes
EMP_115751,45,Female,Finance,Developer,Master,Divorced,14,14,109191.23,9.96,12,2.67,1.15,2.24,4.59,No,No,Frequently,8,2,3.61,No,Yes
EMP_123820,41,Male,Finance,Analyst,MBA,Divorced,4,9,51951.44,13.45,13,3.39,2.6,3.99,3.56,No,No,Non-Travel,11,10,2.21,No,No
EMP_108461,42,Male,Sales,Manager,Master,Married,10,8,74007.68,9.85,24,3.47,2.58,2.62,1.93,No,Yes,Rarely,5,5,4.51,Yes,No
EMP_115936,41,Male,Finance,Developer,MBA,Married,10,8,43626.88,4.32,18,3.14,4.1,3.87,2.62,No,Yes,Rarely,7,5,3.84,No,Yes
EMP_119122,51,Male,Operations,Team Lead,Diploma,Single,17,10,15000.0,16.46,18,2.82,3.46,3.64,3.25,No,No,Non-Travel,4,2,4.01,No,Yes
EMP_105987,34,Male,Marketing,Developer,PhD,Divorced,8,0,100454.71,10.78,11,1.83,2.72,2.07,4.1,Yes,No,Frequently,6,4,4.04,No,Yes
EMP_118083,55,Female,Operations,Team Lead,Diploma,Single,18,13,81626.91,8.35,11,2.98,4.59,5.0,3.22,No,Yes,Non-Travel,4,10,2.88,No,No
EMP_116751,27,Female,engineering,Consultant,PhD,Single,13,5,86308.24,16.76,14,2.63,3.91,3.68,2.46,No,No,Frequently,6,1,2.7,No,No
EMP_120651,29,Male,Engineering,Consultant,Bachelor,Divorced,21,1,35671.19,8.34,18,4.63,4.42,4.78,3.82,Yes,No,Rarely,5,2,4.09,No,No
EMP_114777,51,Male,Operations,Executive,Master,Divorced,0,1,60390.04,14.58,19,3.69,3.08,4.06,3.0,No,No,Rarely,5,6,3.12,Yes,Yes
EMP_125477,54,Male,Sales,Team Lead,PhD,Single,14,14,585178.0,20.84,24,2.13,3.87,4.58,3.15,No,Yes,Rarely,6,3,4.11,Yes,No
EMP_128265,39,Female,Finance,Developer,Bachelor,Divorced,8,13,71743.28,14.53,22,2.48,3.68,,2.18,No,Yes,Non-Travel,7,2,2.82,No,Yes
EMP_121370,31,Male,Finance,Analyst,Master,Married,18,0,90229.29,13.38,21,3.21,2.44,1.0,3.86,No,No,Non-Travel,4,3,2.65,No,Yes
EMP_120032,42,Male,Operations,Analyst,MBA,Single,19,0,,14.52,24,3.13,3.11,4.16,3.71,No,No,Frequently,5,2,2.22,No,No
EMP_107189,57,Male,HR,Consultant,MBA,Single,13,12,93732.21,10.42,20,3.28,3.88,1.04,3.1,Yes,No,Frequently,3,7,4.49,No,No
EMP_116969,22,Female,HR,Team Lead,Diploma,Divorced,5,14,107879.39,6.87,17,3.58,3.29,3.64,3.75,Yes,Yes,Rarely,8,3,3.59,Yes,No
EMP_119909,29,Female,Support,Consultant,MBA,Divorced,5,14,92532.54,7.25,13,4.25,3.88,1.88,4.28,No,No,Non-Travel,9,7,5.0,No,No
EMP_109986,30,Male,Engineering,Administrator,MBA,Married,19,3,42792.21,19.6,22,3.47,3.64,4.44,3.18,No,No,Frequently,9,5,5.0,No,No
EMP_109424,29,Male,Support,Executive,Bachelor,Divorced,24,14,33549.81,10.66,12,1.97,2.59,2.61,2.88,No,No,Frequently,5,5,2.18,No,Yes
EMP_110881,32,Male,Marketing,Manager,MBA,Divorced,19,10,93084.62,7.71,16,3.32,3.9,4.25,3.14,No,Yes,Frequently,8,4,4.15,No,Yes
EMP_129157,35,Male,Sales,Consultant,MBA,Married,17,9,132048.06,14.91,20,3.01,3.05,3.96,4.04,Yes,No,Frequently,5,3,3.22,No,Yes
EMP_107087,28,Female,Sales,Team Lead,Master,Married,23,2,80765.49,4.14,28,3.19,2.02,4.5,3.1,No,No,Non-Travel,7,5,3.35,Yes,No
EMP_106732,23,Male,Marketing,Administrator,PhD,Divorced,0,9,,9.17,21,3.58,5.0,3.3,2.84,Yes,Yes,Rarely,9,2,3.92,No,No
EMP_125133,27,Female,Sales,Developer,Bachelor,Single,5,10,69848.66,14.07,24,2.84,2.73,3.44,5.0,No,Yes,Non-Travel,4,3,3.1,No,No
