customer_age,gender,city,customer_tenure_months,customer_segment,plan_type,contract_type,number_of_services,monthly_data_usage_gb,monthly_voice_minutes,monthly_sms_count,international_usage_flag,network_drop_rate,average_download_speed,service_outages_last_6m,support_tickets_last_12m,avg_resolution_time_hours,complaints_last_12m,mobile_app_logins_last_30d,reward_points_balance,campaign_response_rate,late_payments_last_12m,autopay_enabled,billing_disputes_last_12m,customer_lifetime_value,monthly_revenue,retention_offer_count,service_region_cluster,churn_flag
54,Female,Bangalore,46,Business,Prepaid,1 Year,1,47.372006918355616,542.6907243691198,80,0,5.283403315177287,100.09787224049478,2,0,30.21135152317565,0,15,25519,4.667031236122609,0,0,1,77119.64336940782,845.8842203522406,1,16,0
76,Male,Delhi,31,Premium,Postpaid,2 Year,4,32.250294090160814,675.4270719147424,65,0,2.8563078556109667,81.04697127172881,2,2,31.764256776405848,0,14,27559,18.153215807189383,0,1,0,54907.7771635402,1167.10404592633,0,36,0
68,Male,Pune,15,Business,Postpaid,Month-to-Month,1,25.39341248705101,901.9224498704598,67,0,2.187531610119243,67.59899324949998,2,3,22.30282857226684,2,12,39363,29.56444643316345,0,1,0,63304.59178206558,1030.583568014378,0,13,0
28,Male,Mumbai,56,Business,Postpaid,Month-to-Month,4,61.88708486930666,688.5167470848876,76,0,2.26362823509662,68.01949148178039,0,0,20.863482621989743,0,13,13063,14.562316461740322,1,1,0,65290.98228921383,1034.060930153134,1,41,0
24,Male,Pune,110,Family,Postpaid,1 Year,1,44.349825776055184,651.239371879168,77,0,0.092672551891344,70.19370264556741,1,2,28.27702164168951,0,13,20978,72.75872573788571,2,0,0,32998.26696964038,1042.5781742186082,1,45,0
43,Female,Kolkata,17,Consumer,Postpaid,Month-to-Month,3,60.56830919075403,523.7366837247316,79,0,6.565947928245079,87.81705164511786,4,1,18.04667693496997,2,17,44110,24.92797069774185,2,1,0,40287.76841935815,1049.8908908258145,0,27,1
74,Male,Chennai,90,Business,Prepaid,Month-to-Month,3,32.87029481514515,373.1556024798887,85,0,2.2282916395640906,102.63749722503192,5,2,22.375118419206363,0,10,2491,16.711117891478334,2,1,1,53168.19761042402,941.3857879420684,2,6,0
66,Female,Delhi,25,Business,Unlimited,2 Year,3,52.3143258515457,591.3757394956375,85,0,0.5344744769327447,92.78844072991905,2,4,19.70589835419007,0,15,8561,,1,1,1,40593.03370951579,574.5700531857376,0,19,0
70,Male,Hyderabad,20,Premium,Unlimited,1 Year,1,24.2663490897454,802.4017009446211,80,0,0.9363920002536696,33.873389413556815,2,1,22.33203900639454,0,12,28058,8.047019522322628,1,0,0,48185.23200224557,1243.3674297879177,2,14,0
37,Female,Chennai,116,Business,Postpaid,Month-to-Month,2,73.61599637412516,776.0592995446966,76,1,3.39281355023662,105.0488297414078,0,2,14.219491504758578,2,12,45434,69.87628779173107,0,0,0,50633.61707164729,199.0,1,16,0
58,Male,Kolkata,63,Consumer,Enterprise,Month-to-Month,1,44.84716105769937,772.6657408535286,75,0,4.520995551965134,61.24706288608421,2,2,14.219152811171558,0,16,24533,,1,1,0,37560.16385038356,867.6876806351486,0,34,0
36,Male,Mumbai,90,Business,Enterprise,Month-to-Month,1,33.690330177267114,1457.9697577004072,81,0,1.337157283479692,102.13868425950884,1,2,31.466333505199064,0,19,46057,42.53978222381341,1,1,0,54932.2388005315,947.4173220995916,1,44,0
68,Female,Delhi,81,Consumer,Postpaid,1 Year,1,32.22263827208953,802.9074820562727,80,0,8.466520104331074,42.22412430683928,4,3,6.487394434231419,1,17,13062,48.52707550242747,1,1,0,49200.21376755405,410.8536668062417,1,27,1
25,Male,Bangalore,11,Family,Enterprise,Month-to-Month,3,15.835451970483692,736.0951742805545,77,0,0.5116152033526911,61.59888409562056,5,2,38.26270678182543,0,18,13683,2.0110363229875805,1,0,0,37275.02772487336,1108.7205830368182,0,22,0
32,Female,Hyderabad,28,Family,Enterprise,Month-to-Month,3,22.07379142165305,845.3722243565637,82,0,0.652237571128973,91.50078115071376,3,2,9.691231950932876,4,20,48990,64.46400761154345,0,1,0,32549.077205445497,1148.6305691050927,0,42,1
36,Male,Pune,83,Premium,Unlimited,Month-to-Month,1,45.6773614210735,498.4523610482821,86,0,8.106388366568478,56.464040065291314,0,3,27.66790790587214,0,14,29420,75.18344671335576,0,0,0,44958.72486819212,1063.4057238906955,1,42,0
27,Female,Hyderabad,84,Premium,Enterprise,Month-to-Month,2,20.58578256828369,915.7818204607012,66,0,8.827914225058226,56.08783287166817,3,3,33.832548098898044,1,20,34484,37.28700016210704,0,1,0,47905.0534780344,1637.11806869148,1,44,1
30,Female,Mumbai,71,Premium,Prepaid,1 Year,1,35.27583359731514,837.0990173407744,79,0,7.976972601504766,121.12797067429342,1,1,14.074185010737772,1,14,45752,65.23548492645752,0,0,0,47719.22210182191,1193.949440155488,0,12,0
72,Male,Kolkata,35,Family,Postpaid,2 Year,5,13.208131944734156,550.9173496604058,81,0,5.555074435140343,69.29684712460339,3,2,26.52845164367622,0,19,43076,37.15482108820909,0,0,0,68549.3522816262,2015.1849839321535,0,8,0
19,Female,Pune,66,Business,Unlimited,Month-to-Month,4,46.73464696053524,454.52545182984056,81,0,0.6624626227512442,,2,2,15.085116450918427,0,10,31792,,1,0,0,35238.72478695516,1573.2401801705812,1,41,0
57,Male,Pune,5,Premium,Postpaid,Month-to-Month,5,50.70728081038998,907.0614900240212,82,0,9.028567805583096,51.40789502528793,5,3,9.469589550171284,1,14,17111,13.551231163017595,1,0,0,52223.10484424333,1364.5907628648213,0,41,1
64,Male,Kolkata,73,Consumer,Prepaid,1 Year,5,27.25648442516061,64.87960912147616,76,0,3.576490989800387,82.25449417579941,6,4,11.347262545070691,0,16,15589,43.75423693874705,1,1,0,55336.22165439287,1431.0263174496736,1,43,0
46,Male,Kolkata,34,Consumer,Prepaid,2 Year,4,31.900068886044448,750.2019052579287,90,1,9.67945984764994,79.76296457068226,1,3,31.648067811868675,0,13,7192,95.08136230622507,2,1,0,41928.47582967126,363.6098282565723,0,33,0
19,Female,Hyderabad,57,Family,Enterprise,Month-to-Month,2,24.8246707095817,493.0745123795158,60,0,6.6457494429127015,98.01985209041123,2,4,24.45944240019177,0,14,23160,42.46516377281044,0,0,0,41108.55707370682,1425.9228013516445,0,44,0
29,Male,Chennai,20,Premium,Prepaid,Month-to-Month,3,32.686113758152324,399.5573092897636,83,0,9.859628778284552,95.3900420621353,1,5,36.20795235312349,0,13,6517,2.502630477411971,1,1,0,70481.4337953569,1674.9777331662472,0,11,0
38,Female,Kolkata,6,Business,Prepaid,Month-to-Month,3,21.41556025671102,995.944744503335,85,0,3.6347335057490304,92.33984695202548,1,2,29.792890244354837,1,15,7662,74.8002414337753,1,1,0,67465.90076534095,1600.6783167676203,0,37,0
50,Male,Chennai,112,Business,Unlimited,2 Year,1,47.83602469960178,382.9126328381888,89,0,7.995741807392573,65.76184294200021,1,1,7.167071314098719,2,18,3488,58.07626132393514,1,0,1,19099.247276130063,2010.0196104261568,2,18,0
54,Female,Delhi,7,Consumer,Prepaid,1 Year,3,19.44674221595,1048.0809315482427,65,0,8.11270938593479,60.86471922147797,4,1,20.45250252960861,0,18,31475,84.08623047899255,1,0,1,61209.56750680292,1127.0263107919982,1,1,1
49,Female,Chennai,100,Family,Enterprise,Month-to-Month,3,29.931024952046567,1088.627912012207,77,1,0.440765480776798,50.5597565461888,1,3,34.02426715458835,1,15,19191,79.15301179586956,2,0,0,51120.50650829322,433.3824384844603,2,11,0
56,Female,Kolkata,33,Consumer,Prepaid,Month-to-Month,5,44.12797915321821,1032.7431229399876,92,1,4.250710054722138,82.80900410743378,3,2,45.62845561239608,0,12,26085,9.77021128456621,0,1,0,39963.52210512794,573.0323270391056,2,11,0
72,Female,Kolkata,100,Consumer,Unlimited,1 Year,2,32.24666517825526,508.6138943710746,59,1,9.15053270351788,78.92196572908261,2,2,21.731253365029502,4,18,8554,,2,1,0,54710.45896126903,738.7037385720334,1,38,0
38,Female,Pune,19,Business,Enterprise,2 Year,4,31.846727540041645,754.845826987178,66,0,2.1004326245501126,,6,4,24.29856609143164,2,22,36970,78.89784647860444,2,0,1,52873.66016255618,917.1819595934584,2,19,0
64,Male,Hyderabad,80,Consumer,Prepaid,1 Year,4,52.07629491901005,637.0478701413812,80,0,7.265951145149167,87.35333753431895,1,0,24.226954069410013,0,9,44000,23.447448987301343,0,1,1,56725.77578757382,721.0303906649607,0,16,0
41,Female,Chennai,100,Consumer,Unlimited,Month-to-Month,3,62.006232580251655,689.5438363385591,92,0,5.924789188763789,107.57262659999996,4,4,16.174934450980842,1,10,406,23.988426813671506,0,1,0,69214.64116391497,903.703887318934,0,11,1
46,Female,Chennai,102,Business,Postpaid,Month-to-Month,4,46.9978648342117,925.1928121248352,78,0,9.369225290646304,137.96698930728178,3,1,15.588092551038736,2,17,38142,94.2306636894212,0,1,0,31906.285971522517,1108.193888808603,1,43,1
62,Male,Kolkata,92,Family,Enterprise,Month-to-Month,3,61.909402642732566,169.8144393290222,93,0,6.281326785761021,53.11295210449335,3,2,19.58785694350687,1,15,26715,71.60974887069473,1,1,0,38495.6413372763,1314.7539487342965,1,3,0
33,Male,Chennai,23,Business,Prepaid,Month-to-Month,4,27.42881164649035,631.1657534608914,66,0,6.307825669323623,96.59723122451302,3,3,18.16384934113921,2,17,44863,25.90134722994111,1,1,2,36092.31587443056,851.7330563596188,0,9,0
23,Male,Chennai,73,Consumer,Enterprise,2 Year,1,31.170563290972066,0.0,91,0,9.680609488743784,104.46085285975958,1,2,47.34342279332007,0,19,45134,22.94377472894694,1,0,0,60165.64969624885,1927.513803825786,1,40,0
20,Male,Delhi,48,Consumer,Prepaid,1 Year,1,46.01520691898636,594.8285130471953,88,1,5.922923573693012,38.61895899853441,4,2,13.86149972387268,0,13,46518,1.5525542470947618,0,1,0,57574.96487529788,1283.0343335912637,1,33,0
38,Male,Kolkata,13,Business,Enterprise,1 Year,4,23.697983967555786,273.7279836421936,84,1,0.2632935369808731,28.19520786708219,0,2,15.79461760426186,0,26,31723,74.53457003128568,0,1,1,42429.08090608274,1448.660994063506,0,42,0
59,Male,Mumbai,10,Family,Postpaid,1 Year,5,38.867357201261775,605.4153105668724,80,0,5.243077383811868,86.84315508221849,0,2,12.801671836976196,0,11,11799,39.76997906842008,3,0,0,80968.80647882147,497.02339557618905,0,47,1
22,Male,Bangalore,52,Family,Prepaid,Month-to-Month,5,58.32112621399631,791.4264071784356,71,0,7.345330468777399,120.1881691816371,3,4,24.559705989451786,0,15,29163,,0,0,1,44397.60906011783,869.2265656359,1,36,0
77,Female,Kolkata,69,Premium,Enterprise,Month-to-Month,3,41.31043293483659,19.002491566429057,87,0,1.3932786708023892,129.46623957800136,3,3,30.23495803287137,0,16,41721,10.29301605683166,0,1,0,66408.49799709365,199.0,2,4,0
44,Male,Chennai,28,Business,Postpaid,2 Year,3,39.20148255326205,618.8235224838957,82,0,4.741554456838843,58.04251147536113,2,1,18.088253142180125,1,19,10439,79.36432474156794,0,0,1,41681.22649394341,1613.858136183842,2,25,0
62,Male,Pune,118,Premium,Prepaid,1 Year,4,36.02543535198096,740.1556604333623,81,0,0.5178854308773218,92.16703123300096,1,4,10.712740236800332,2,8,49002,36.72956954602059,1,0,1,53695.74048740929,1104.237068724846,0,46,0
31,Female,Delhi,45,Consumer,Unlimited,Month-to-Month,4,26.242962548260085,567.8811288735162,84,0,9.161865977515625,,1,3,37.555713647182245,1,15,19142,14.297132208192965,1,1,0,40160.19669522872,980.0449146621388,0,5,1
27,Male,Chennai,116,Premium,Enterprise,Month-to-Month,2,25.868816560346747,745.0139968456065,80,1,3.1892976568422107,85.22992599299971,1,0,9.641597990465613,2,18,12981,10.912129258785564,1,1,0,36097.9950602485,1212.6004451583128,1,41,0
55,Male,Pune,8,Consumer,Prepaid,Month-to-Month,1,50.32053094449652,791.6812818098272,85,0,8.337902949723738,48.90945073745739,0,0,32.5308806319716,1,12,27611,31.436162996360395,0,0,1,83511.1369857256,1272.2628636421505,0,16,1
49,Male,Chennai,30,Family,Postpaid,2 Year,4,33.159746322935845,1001.5290905941804,90,0,4.985504701987097,113.30329748899354,0,4,11.14272184523689,2,21,16504,75.5986642938064,1,1,0,30106.40802897317,1158.465108409589,2,11,0
53,Female,Kolkata,112,Premium,Prepaid,Month-to-Month,5,21.41330683091266,1099.2593109357358,74,1,5.215504636417526,,0,6,16.480026600099265,1,17,34585,13.651925759076043,2,1,1,39860.32263863013,754.2454611680405,2,8,1
50,Male,Pune,106,Consumer,Unlimited,Month-to-Month,2,31.46421677223825,793.5329960073384,85,1,5.595889694285182,44.770774711474346,1,3,14.589343496854225,0,14,32264,37.06708864606003,1,0,0,38817.54273965568,1337.483711069749,2,4,0
32,Female,Bangalore,65,Business,Prepaid,1 Year,3,25.1514430956209,1183.714564050164,83,0,9.610102974402112,,3,4,42.67684106548756,3,18,49260,56.6475101510015,2,0,1,56247.20745729443,1215.5302361795686,2,17,0
39,Male,Hyderabad,25,Premium,Enterprise,Month-to-Month,2,41.95384735296685,137.3732704318487,64,0,5.936980295392709,,3,0,30.000287739080942,4,24,2032,36.12326036677621,2,0,0,49610.27099802199,1498.359835639522,2,37,1
72,Female,Delhi,44,Consumer,Enterprise,1 Year,4,14.69588542525848,650.1864904045871,71,0,3.921175659199795,,3,3,28.04996914347068,2,22,17267,19.09588327041175,0,1,1,39544.53416786711,572.9914949757083,0,5,0
30,Female,Bangalore,74,Premium,Prepaid,Month-to-Month,2,26.549687648261838,777.4020504399025,86,1,5.0566468862484095,72.9559494744231,0,2,26.99723797498271,0,13,13413,51.05746072221713,0,1,0,46447.08485440194,1540.2982113883904,1,32,1
65,Female,Pune,18,Consumer,Prepaid,Month-to-Month,5,52.2374301787932,742.4287430103911,68,0,1.9527070896960463,107.92902732116453,0,2,21.31397008774236,2,21,40908,69.88662069642135,1,1,1,61617.46961536299,497.6571909075556,0,48,0
32,Male,Bangalore,53,Business,Postpaid,Month-to-Month,4,33.50416231308102,878.8945066006459,80,0,3.151361317226033,67.0611714940935,1,8,19.775094593500256,0,12,41980,92.83082371201785,0,1,0,49200.0624986892,1351.297769367006,0,25,0
48,Male,Chennai,8,Business,Postpaid,Month-to-Month,3,30.90399461274378,630.0459855507796,103,0,8.097967720158264,43.85544611721758,3,4,6.584605040990418,0,15,38877,86.16712213365831,2,0,1,60449.69797920414,828.7293157478957,1,38,1
35,Female,Pune,102,Business,Postpaid,Month-to-Month,1,17.239495760172463,615.2154066856726,78,1,3.358435732769708,88.5593942523455,0,2,24.567307470102413,2,12,47086,63.40109766094806,0,1,2,34733.09716352379,909.436360042049,1,47,0
76,Female,Hyderabad,69,Business,Postpaid,1 Year,5,31.966691192341344,532.2785250992794,93,0,5.167332785833927,84.46602789677992,3,4,22.44858967884672,0,27,14040,3.832475689558179,1,0,0,41681.760915668725,702.3408003311824,0,47,0
61,Male,Bangalore,13,Business,Prepaid,2 Year,3,20.27895982634017,925.393652914402,74,0,9.556031727245434,65.7870293889198,2,3,41.97050375870619,0,16,12946,78.40837939596832,2,1,1,55880.432426739855,1129.4647486764047,2,47,0
19,Female,Kolkata,21,Consumer,Unlimited,2 Year,4,46.30829988315603,206.6458020278884,71,0,1.062229698571333,124.47002132876962,4,2,21.63207977957005,0,20,45559,61.97691634218224,0,1,0,50618.55251050402,1303.7029655141837,0,46,0
68,Male,Kolkata,91,Premium,Prepaid,2 Year,1,23.52079915186402,0.0,82,0,9.545525813833304,94.8373208144153,4,0,18.884576704881407,1,16,42502,19.96383015385352,1,1,0,56553.37502515764,1661.6663495418732,0,25,0
71,Male,Hyderabad,112,Family,Unlimited,1 Year,2,32.70092151780694,875.3239606374132,70,1,6.177170916413386,80.58951043151977,3,4,11.803581553620544,3,11,31205,13.12443020488635,1,0,0,56453.39034436351,1503.349226672598,1,11,0
76,Male,Bangalore,104,Consumer,Unlimited,Month-to-Month,2,52.63876834874948,672.1301974300825,65,1,2.0864024307596107,88.87766778674829,2,3,17.382957487045694,1,17,47735,99.1037389756372,1,1,0,48804.49617343011,882.0273628906746,3,5,0
52,Male,Pune,33,Premium,Prepaid,2 Year,5,33.81784111875357,498.8921277946943,82,0,5.732514999927368,136.6471331878422,2,3,19.46162845586986,3,19,12631,92.25064303576436,0,1,0,11595.0194507267,1385.239674271788,0,4,0
64,Female,Mumbai,100,Premium,Enterprise,Month-to-Month,5,39.53585450052674,383.6597351391637,87,0,2.559868534020663,63.35307099236092,0,1,39.74039921670564,2,12,45476,49.10056479295595,2,0,2,42670.29582783388,1045.0153063604698,0,31,0
61,Female,Pune,87,Business,Postpaid,Month-to-Month,4,21.01610639809196,742.1522288375373,81,0,7.14773515308058,62.75668576467619,2,2,12.187384009214435,0,18,47965,73.50195955829976,1,1,0,49304.45262066494,1544.7005744966086,1,48,0
59,Female,Bangalore,92,Business,Enterprise,Month-to-Month,2,68.71462149687954,553.7318699366938,77,0,0.2233533722154301,79.09626513234676,2,3,66.0728303614375,1,13,1737,56.9757398403412,2,1,0,46827.66493262255,2229.71839977926,1,36,0
70,Male,Bangalore,9,Premium,Prepaid,2 Year,3,42.32129317854344,488.4840765397271,74,1,2.7930299537138814,67.36473265459091,3,1,14.16369767694428,0,9,41234,,1,1,0,79675.50657252924,636.5141762899764,3,40,0
28,Female,Mumbai,44,Premium,Enterprise,Month-to-Month,4,22.41653307617561,740.408989436344,64,0,1.1729420624895217,40.69108413104606,0,1,11.370409244020852,1,19,7754,54.300284664014384,1,1,0,69697.81060443913,962.2498828611232,4,36,0
20,Male,Hyderabad,76,Family,Enterprise,2 Year,4,40.52276148484044,680.2183968502455,72,0,3.3735636861644998,117.0368781348444,1,0,26.5452571781218,2,11,35860,94.47436024524931,0,0,0,40349.751080988746,385.120777906,1,45,0
30,Male,Bangalore,85,Family,Unlimited,1 Year,1,46.719903784803904,106.26145619124378,89,0,1.0897343142432092,45.03581970625887,4,1,20.8072041728526,0,19,28782,80.3637138705915,0,1,1,48215.88005123534,635.4570312939371,1,6,0
18,Male,Kolkata,78,Premium,Prepaid,1 Year,1,65.89698135019135,348.4607438560564,70,0,3.916977306691518,66.30796384065692,3,1,14.807701633090376,1,12,16219,48.738515698912025,2,1,0,47679.99246128788,1316.233499624203,0,49,0
58,Female,Hyderabad,90,Consumer,Prepaid,1 Year,1,31.511487921725816,905.1915806209158,73,0,2.519340592906953,,0,2,20.27332167309568,2,18,10060,31.735408051573643,3,0,1,35222.604982631674,1782.9990227561866,2,29,0
40,Male,Kolkata,41,Consumer,Prepaid,Month-to-Month,2,23.71204490344882,540.528166537904,74,0,5.654765439022831,101.6155905669272,1,1,13.14084743658812,0,22,49772,26.45539662118957,1,0,1,49067.34403713739,1343.9554249523824,0,3,1
22,Female,Mumbai,113,Business,Enterprise,Month-to-Month,4,32.75770071140734,224.43351064731732,68,0,6.832792390503206,82.16559283863911,3,1,31.83883043300173,1,17,40085,49.78615480950946,2,1,0,12697.62588892386,625.9919769689609,0,17,0
66,Female,Mumbai,96,Business,Enterprise,2 Year,2,30.301272262674463,865.9639760083044,80,0,7.71189057752772,69.13856486291259,1,5,28.55751360150498,0,10,12394,55.192816275121935,1,1,0,38441.59352824944,866.3151504907028,1,41,0
40,Female,Chennai,119,Consumer,Unlimited,Month-to-Month,4,79.14743323657426,692.3349862826709,81,0,3.7753430570915913,90.62384156177863,0,2,11.287836979699566,0,17,42068,70.42979660646967,1,1,0,56679.92036132826,1093.1464582597162,3,31,0
67,Male,Kolkata,1,Consumer,Enterprise,2 Year,3,56.8870413105774,999.4978063794324,77,1,9.588283934906608,119.5311135362384,2,1,29.539176844482604,0,14,8893,59.76680709549702,1,0,1,72519.86190676066,1208.2199802684977,0,10,1
41,Male,Pune,57,Premium,Prepaid,2 Year,5,41.4633420954766,411.3732599082857,71,0,4.831843381755859,63.77425166085703,2,3,43.87584661534581,1,22,15658,4.482940061880858,1,0,0,56155.456444973424,1951.1268596179443,0,47,0
79,Female,Chennai,46,Business,Prepaid,1 Year,3,39.95793444728245,755.0834945900395,68,0,0.992003370212795,103.6864295837066,7,1,13.834342210678264,3,12,18595,45.630660284671166,3,0,0,57087.30918801046,770.9476538018204,3,24,1
33,Female,Bangalore,91,Consumer,Prepaid,Month-to-Month,3,36.9817830969893,318.19786910193795,96,0,8.778404983678431,76.7102231492558,2,2,27.0127066850048,1,16,10132,68.06953851572757,2,1,2,33587.81256162666,1276.5050240221335,1,23,0
76,Male,Bangalore,56,Family,Prepaid,1 Year,5,39.75378423368739,572.0650494512531,76,0,7.142015198000892,84.01257666179484,1,1,33.470489105296025,0,17,1606,20.131371296408386,1,1,2,71541.95334501978,1635.3465870785565,1,13,0
67,Female,Chennai,33,Premium,Postpaid,Month-to-Month,5,36.70084217363684,830.4697495297592,64,0,5.720779007041576,70.75462992250435,3,3,35.78135832842118,0,14,10626,78.99429858383976,1,1,2,47776.13312439979,370.1600547876443,1,1,0
23,Male,Delhi,91,Premium,Unlimited,Month-to-Month,2,40.37377483310253,531.9647058487758,85,0,2.0088621631967305,82.61782623382999,1,1,37.03893283113746,3,11,16676,7.199459832724786,1,0,0,23775.539763132845,1464.3841767673982,4,5,0
18,Male,Delhi,115,Business,Enterprise,1 Year,2,29.45438810715151,553.0976798089458,86,0,5.2996356482445695,49.58116995898996,3,3,14.218341097369631,1,12,48938,39.62937695703885,1,1,1,35007.10774772708,1073.4850218212744,1,35,0
47,Female,Mumbai,35,Premium,Prepaid,1 Year,2,28.86524280674535,685.9390921238248,83,0,1.8243090897775285,112.58867387657124,2,1,26.528661397956437,2,12,1153,,0,1,0,55829.81308326515,1039.2791348246,3,13,0
50,Female,Mumbai,116,Business,Postpaid,Month-to-Month,2,69.51579808599648,680.296028576445,79,0,1.919080692676212,,1,2,7.304943409246606,1,13,18458,45.76457001385391,0,1,1,28929.739690715058,1435.234688732544,1,37,0
64,Male,Delhi,41,Premium,Postpaid,Month-to-Month,1,54.97221091438831,629.6958536115792,88,0,7.037445742145404,85.29102304007448,6,2,13.459552952372562,0,18,11863,61.782711007612754,0,1,1,54481.832451186376,929.760780166424,1,6,1
37,Female,Chennai,117,Consumer,Unlimited,Month-to-Month,5,66.71839082214267,823.2072602686261,95,0,1.1308886060397472,95.68103752426552,2,1,16.125343075490232,1,18,2745,15.520694574115046,3,0,0,47337.81192459338,862.9845410425833,1,29,0
78,Female,Mumbai,112,Business,Postpaid,Month-to-Month,5,46.30316901362489,281.0671602086697,74,0,9.986025762181274,55.89530617617669,3,4,22.179086589558707,1,18,32599,91.93349426875218,1,1,0,74050.6682488352,710.2440423971678,0,22,1
75,Female,Chennai,20,Family,Postpaid,1 Year,5,55.18826665267791,734.1220550176079,82,0,3.8092097554979754,82.92870232293821,2,2,35.98760377742815,0,11,6083,5.28853327262917,0,0,0,46390.67670708383,1169.7718956621695,1,32,0
33,Female,Mumbai,118,Business,Prepaid,Month-to-Month,3,46.94974063311133,716.822711570823,80,0,0.8131019552573859,108.76697071335025,3,6,15.935318474048836,0,9,25021,89.2276276008458,1,0,1,30468.121791050507,901.0871608077416,0,19,0
49,Male,Mumbai,86,Business,Enterprise,1 Year,4,57.87525212591527,666.884930962394,68,1,8.405878221562283,74.18407130919644,0,2,35.50295858223643,2,19,29920,38.53221736853888,1,1,0,72535.237736802,1319.6119912611025,2,46,0
19,Female,Pune,5,Premium,Enterprise,Month-to-Month,4,39.74143494884665,151.86980003275022,75,0,5.377457526405688,24.847891826052013,3,1,7.438315946837205,0,16,11749,36.23911078098381,1,1,0,45582.551195994114,1236.488923317388,1,44,1
54,Female,Hyderabad,64,Business,Unlimited,Month-to-Month,2,41.4145108203019,455.96625222366254,88,1,1.952007132015432,61.0871071859367,1,2,38.43630353119968,2,12,6862,97.99660669684692,0,1,1,52015.68042294974,375.92302197492825,1,49,0
48,Male,Chennai,57,Premium,Postpaid,2 Year,3,57.99570648654522,260.5414598187336,76,0,3.59256008429754,89.55969360309966,1,2,19.73144954893146,2,13,23314,69.00790421389902,0,0,0,39856.25314894499,1492.833147946853,0,48,0
49,Female,Kolkata,8,Premium,Postpaid,Month-to-Month,2,14.20045953078272,365.4610529550084,68,0,8.97337156582649,76.03137570496159,3,2,11.969956583286482,0,17,47845,18.966581278279737,1,1,0,51318.60808820044,1567.85682731134,2,23,1
56,Male,Chennai,73,Business,Enterprise,1 Year,5,30.285753196421805,546.4382117498424,80,0,9.671411518040683,89.47063786185645,3,3,45.03791844479747,1,17,37366,13.49660783795168,0,1,1,41041.80327475636,1612.030219965054,1,42,0
48,Female,Bangalore,56,Family,Postpaid,2 Year,1,32.472372638739564,538.3826354831607,78,0,2.311161448552081,98.80559137787272,1,4,26.704288393696515,0,16,30708,61.310615504048286,1,0,0,56916.829219258245,787.2080595080429,4,49,0
65,Male,Chennai,80,Family,Unlimited,Month-to-Month,1,15.864234969323247,1001.9128031844988,90,0,5.534911064281355,82.75007886708423,2,2,33.333188752430644,1,25,8547,84.29158984909726,1,0,0,50413.9985898353,313.3309697982712,1,49,0
60,Female,Kolkata,51,Consumer,Enterprise,2 Year,5,13.22685479414687,613.9851723889385,84,0,4.312621136928,105.78238491876444,3,5,12.166037641479749,0,19,38095,47.937297856051,1,1,1,31726.10932416121,843.0199347713813,3,28,0
39,Male,Hyderabad,88,Business,Unlimited,1 Year,5,59.79583879728117,539.4547057327628,62,0,9.02151639829961,115.58291156603738,1,2,19.448712067133933,0,15,2890,,1,0,0,56191.6100864243,1058.987938519006,3,47,0
27,Female,Delhi,87,Consumer,Prepaid,Month-to-Month,2,43.0225809815025,732.618526412627,69,0,0.5539451452638322,40.07720295140189,3,1,19.01169430970458,0,13,46193,86.7120160741425,0,1,0,67556.53809081057,2084.9999497678746,0,48,0
66,Female,Chennai,109,Premium,Prepaid,Month-to-Month,5,10.184197092229423,898.6453689761513,68,0,5.5914829131803225,72.36671476739396,4,2,26.511026361216054,0,12,25984,87.60233215592798,2,1,2,31038.15201937396,1861.446057209917,1,2,1
64,Male,Mumbai,18,Premium,Enterprise,Month-to-Month,5,33.95541107853117,890.7971113439487,88,0,0.3251126810672822,89.05187717750928,2,2,26.16992224087056,0,18,34164,49.45651671735413,1,0,1,49256.228192874776,1701.027842284189,0,32,0
26,Female,Mumbai,44,Business,Unlimited,Month-to-Month,5,27.31302785022678,600.9291261256636,70,0,6.080875577791908,76.81178752205028,1,3,28.46828616218825,1,14,44746,,2,1,1,59454.06298359295,1186.5155255738252,1,14,1
36,Female,Chennai,8,Business,Enterprise,2 Year,3,55.21113316800565,1040.462497990907,83,0,8.845020508622722,114.68085437694648,3,4,39.5646811233106,2,8,22216,26.46660437942745,2,1,2,78150.97203117788,1710.769997761267,1,9,1
60,Male,Pune,58,Consumer,Enterprise,Month-to-Month,3,40.35825582869725,788.4150021752387,84,1,3.4329347570863638,112.83994688115828,3,2,26.65735174858425,2,20,28775,97.94554771760112,2,1,2,39222.98770049073,936.7130498693808,1,45,0
59,Female,Chennai,86,Business,Unlimited,2 Year,3,38.740738801645165,138.46340912855823,72,0,2.70101315658446,33.706721732598034,2,0,18.291669634297783,3,26,42193,72.22726901403236,0,0,1,49912.85649325565,1448.1623188129993,0,20,0
32,Female,Chennai,108,Consumer,Postpaid,2 Year,1,32.85009646674064,433.8567543897825,69,0,2.4182399293038936,56.356061871303325,3,1,21.726140032526928,0,11,41955,,1,1,1,40032.00539428029,1657.1691920322965,1,45,0
24,Male,Kolkata,89,Premium,Prepaid,1 Year,5,55.20107276094644,585.1390107778481,87,0,2.0913709623720056,41.6585401687726,0,1,21.947996023791877,0,19,19024,28.00991875842218,2,1,1,46272.85259200779,1332.5423617813617,1,27,0
